Name,Team,Level,Age,PA,BB,K,BBK,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC1,wRAA,wOBA,wRC2,PlayerId
"Christian Bethancourt","OAK","AAA",30,21,0.0952381,0.19047619,0.5,0.26315789,0.33333333,0.68421053,1.01754386,0.42105264,0.767857142857143,0.23076923,-0.013631389942020178,4.211701201854579,1.1225504750593822,0.40786761896950857,136.33848181386603,"10028"
"Chris Owings","NYY","AAA",30,208,0.08653846,0.25,0.34615385,0.23529412,0.30288462,0.41176471,0.71464933,0.17647059,5.170947101426512,0.27906977,-0.2726007988676429,23.873355599736968,-3.4500036512853742,0.3152666106246985,87.37342791715376,"10030"
"Wil Myers","SDP","A,AAA",31,58,0.0862069,0.20689655,0.41666667,0.26415094,0.32758621,0.52830189,0.8558881,0.26415095,1.184523830357143,0.27027027,-0.06247009942308068,9.230128868504666,0.6697487076961026,0.36631195915156395,107.60754619803353,"10047"
"Max Stassi","LAA","A",31,8,0,0.25,0,0.375,0.375,0.875,1.25,0.5,2.642857142857143,0.4,-0.005223945248872042,2.3656093813075856,1.177414033521636,0.5220155045390129,199.0926311667182,"10059"
"Tomas Telis","LAD","AAA",31,313,0.09584665,0.09904153,0.96774194,0.28727273,0.36538462,0.34181818,0.7072028,0.05454545,1.3870160178571431,0.31557377,-0.4680110546760261,39.62818621823642,-6.414869852568173,0.328000107445778,86.06767143626729,"10067"
"Jonathan Villar","SEA","AAA",31,155,0.06451613,0.21935484,0.29411765,0.28275862,0.32903226,0.49655172,0.82558398,0.2137931,7.415980568976101,0.33333333,0.30503962840884924,22.91603354150022,0.11515912944043373,0.3509374472402757,100.50506453111959,"10071"
"Billy Hamilton","SEA","AAA",31,106,0.09433962,0.29245283,0.32258065,0.1875,0.26415094,0.22916667,0.49331761,0.04166667,6.340370380719232,0.27692308,0.8878742638044059,4.421221620448394,-10.998493202916816,0.23613894604287058,29.18309795832682,"10199"
"Danny Santana","BOS","CPX",31,25,0.16,0.2,0.8,0.28571429,0.4,0.38095238,0.78095238,0.09523809,1.392857142857143,0.375,-0.013082378543913364,4.2252776705864585,0.8857687496784847,0.3870705032348633,126.52392224895313,"10322"
"Jon Singleton","MIL","AAA",30,581,0.20137694,0.27710843,0.72670807,0.21929825,0.37521515,0.43421053,0.80942568,0.21491228,3.606747526044958,0.27338129,-1.1447817021980882,90.41431266879113,14.092813991656618,0.3634710419794609,118.46506454396807,"10441"
"Enrique Hernandez","BOS","AA,AAA",30,17,0.05882353,0.35294118,0.16666667,0.1875,0.23529412,0.3125,0.54779412,0.125,0.142857142857143,0.3,-0.013162337243556976,0.9667853397983146,-1.1919831650597024,0.24396533124587116,50.265017084124764,"10472"
"Derek Dietrich","NYY","AA,AAA",32,231,0.06926407,0.27705628,0.25,0.26262626,0.35217391,0.51515152,0.86732543,0.25252526,3.246305392857143,0.33070866,-0.37541307508945465,38.53432957698432,8.63025896121589,0.3764264482518901,129.86848572433607,"10542"
"David Freitas","NYY","AAA",33,127,0.09448819,0.18110236,0.52173913,0.23893805,0.30952381,0.34513274,0.65465655,0.10619469,0.7002895803571431,0.28089888,-0.23617127444595098,12.696152470142106,-3.9868601494724945,0.29779183344235494,76.1022769665411,"10619"
"Carlos Perez","COL","AAA",31,522,0.10344828,0.19157088,0.54,0.25438596,0.34099617,0.52412281,0.86511898,0.26973685,1.996274392857143,0.25835866,-0.536168004386127,83.8197652923284,7.032304369133515,0.36468498231807434,109.1581415566891,"10642"
"Rob Brantly","NYY","AAA",32,201,0.05472637,0.15920398,0.34375,0.26923077,0.33333333,0.35164835,0.68498168,0.08241758,3.6883492091594388,0.32,-0.2190135484561324,22.827054645287344,-3.5767684770948205,0.3138405049025123,86.45359628218824,"10655"
"Ryan LaMarre","NYY","AAA",33,186,0.11290323,0.22580645,0.5,0.29677419,0.40860215,0.45806452,0.86666667,0.16129033,5.233071382350591,0.37614679,0.02074121218174696,33.316230529642034,8.882841968631672,0.3912081039080056,136.35534197989423,"10700"
"Corey Dickerson","STL","AAA",33,14,0.07142857,0.14285714,0.5,0.30769231,0.35714286,0.61538462,0.97252748,0.30769231,1.080357142857143,0.3,-0.022855284623801708,2.7752538995871014,0.9361816423067517,0.41376603501183645,150.90510384247722,"10762"
"Andrelton Simmons","CHC","AAA",32,50,0.08,0.26,0.30769231,0.13333333,0.22,0.2,0.42,0.06666667,2.8258541210748236,0.16129032,-0.7907189670950174,1.014921582312745,-5.553193622259933,0.20376011371612548,15.452250009350683,"10847"
"Phil Gosselin","ATL","AAA",33,204,0.07843137,0.19607843,0.4,0.2967033,0.35784314,0.47252747,0.83037061,0.17582417,5.992398760915429,0.35,0.3962233169004321,31.85952711673308,5.061617082076553,0.36412692157661214,118.88810386903528,"10953"
"Kevin Kiermaier","TBR","CPX",32,3,0.33333333,0,1,0,0.33333333,0,0.33333333,0,2.642857142857143,0,-0.0016352973179891706,0.20273535796674988,-0.19800571254220703,0.2573212782541911,50.5901123908433,"11038"
"Elliot Soto","MIN","AAA",32,344,0.11627907,0.22383721,0.51948052,0.22259136,0.31976744,0.34219269,0.66196013,0.11960133,6.374703666431576,0.28636364,0.702784713357687,36.481621240599566,-8.707011366860455,0.3049695245748342,80.73185475095998,"11155"
"Kole Calhoun","TEX","AAA",34,13,0.23076923,0.30769231,0.75,0.3,0.46153846,0.4,0.86153846,0.1,1.601190455357143,0.5,-0.022718983236700296,2.5634649663950695,0.6511335640932812,0.404230535030365,134.04920105947852,"11200"
"Jonathan Schoop","DET","A+,AAA",30,20,0.2,0,4,0.3125,0.45,0.4375,0.8875,0.125,0.906746017857143,0.3125,-0.055679439567029476,3.826999564179763,1.266727570900306,0.4107874006032944,151.22789473202744,"11265"
"Adrian Sanchez","WSN","AAA",31,262,0.06870229,0.19465649,0.35294118,0.23868313,0.29118774,0.34979424,0.64098198,0.11111111,5.425776253347534,0.29473684,-0.27628088649362326,24.115906944426072,-10.301016727534757,0.28843925761993816,70.06990855511323,"11338"
"Jake Marisnick","PIT","AAA",31,105,0.04761905,0.2952381,0.16129032,0.23958333,0.3047619,0.32291667,0.62767857,0.08333334,7.393237754866246,0.34375,0.737035115249455,9.727654806994277,-4.065387122608347,0.28914608955383303,70.52581190315087,"11339"
"Yasmani Grandal","CHW","AA,AAA",33,51,0.29411765,0.07843137,3.75,0.38888889,0.56862745,0.66666667,1.23529412,0.27777778,0.479395580357143,0.37931034,-0.19417220447212458,15.26603245570201,8.567674426574891,0.534769712709913,227.91722906834283,"11368"
"Delino DeShields","ATL","AAA",29,426,0.17840376,0.27230047,0.65517241,0.21958457,0.36729858,0.26409496,0.63139354,0.04451039,5.603594114591184,0.32589286,0.8882425148040056,47.56663697890447,-8.393704564054742,0.3115878116463033,85.00061948762209,"11379"
"Ronald Torreyes","PHI","AAA",29,38,0.07894737,0.05263158,1.5,0.17142857,0.23684211,0.2,0.43684211,0.02857143,2.642857142857143,0.18181818,-0.06094742566347122,0.9744993492219514,-4.017268206253283,0.21007005007643448,19.522129954810673,"11400"
"Tony Wolters","LAD","AAA",30,234,0.11111111,0.24786325,0.44827586,0.23039216,0.32051282,0.28431373,0.60482655,0.05392157,2.315802330357143,0.31756757,-0.29534678207710385,20.423970446776167,-13.997994794656023,0.2855273057252933,59.33412082524777,"11470"
"Dixon Machado","CHC","AAA",30,522,0.10153257,0.12260536,0.828125,0.29067245,0.37164751,0.39045553,0.76210304,0.09978308,4.080072914754623,0.32653061,-0.5153538915328681,73.73774378866776,3.104666450329871,0.34713032476289973,105.69000967930963,"11472"
"Odubel Herrera","PHI","A,AAA",30,33,0,0.18181818,0,0.28125,0.3030303,0.375,0.6780303,0.09375,2.2956348928571426,0.34615385,-0.04528431501239538,3.4628331236351517,-0.6261446751843904,0.31222597216114856,88.46864718117739,"11476"
"Michael A. Taylor","KCR","AAA",31,9,0.11111111,0.22222222,0.5,0.25,0.33333333,0.25,0.58333333,0,1.601190455357143,0.33333333,-0.022855284623801708,0.7834263149892238,-0.39883442183385814,0.28254029485914445,66.2651046920844,"11489"
"Carlos Sanchez","NYM","AAA",30,396,0.15151515,0.21717172,0.69767442,0.24615385,0.3721519,0.39384615,0.76599805,0.1476923,4.322632603138719,0.30172414,-0.1562418546527624,56.81520567558753,4.795733255371915,0.34907480657252343,109.21911167539682,"11602"
"Stefen Romero","LAD","AAA",33,120,0.09166667,0.2,0.45833333,0.26470588,0.35294118,0.43137255,0.78431373,0.16666667,4.074226519524942,0.31168831,0.0591423069126904,17.115666062831565,-0.5366238045695566,0.34530529505064506,96.96003289884474,"11746"
"Alberto Baldonado","WSN","AAA",29,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,"11812"
"Yadiel Rivera","ARI","AAA",30,85,0.05882353,0.24705882,0.23809524,0.18987342,0.23529412,0.27848101,0.51377513,0.08860759,4.736247978427012,0.22807018,0.32275546295568347,3.01269712399457,-9.491008198747892,0.2295404216822456,24.094434779384173,"11863"
"Jon Berti","MIA","A,AAA",32,23,0.13043478,0.34782609,0.375,0.1,0.2173913,0.15,0.3673913,0.05,6.056246521634237,0.16666667,0.16952629014849663,0.2650403340261366,-2.6824991892177676,0.1921511033306951,9.594629508243797,"12037"
"Niko Goodrum","HOU","AAA,CPX",30,86,0.27906977,0.26744186,1.04347826,0.29032258,0.48837209,0.46774194,0.95611403,0.17741936,5.360787287298197,0.43243243,0.46714362024795264,19.70088910946697,7.3746107805714,0.4437576331371485,159.45098036544783,"12092"
"Juniel Querecuto","CIN","AAA",29,432,0.06712963,0.18518519,0.3625,0.25628141,0.30787037,0.41708543,0.7249558,0.16080402,4.994345146319175,0.29354839,-0.9948505135253072,51.11375945366291,-5.634755913845021,0.3194483877332122,90.07065492840844,"12140"
"Eddie Rosario","ATL","AAA",30,37,0.10810811,0.2972973,0.36363636,0.27272727,0.35135135,0.33333333,0.68468468,0.06060606,1.440934080357143,0.40909091,-0.08380271028727293,4.3512013608811335,-0.5092038905026482,0.31859996673223134,89.5234272829889,"12155"
"Ben Gamel","PIT","AAA",30,35,0.05714286,0.17142857,0.33333333,0.22580645,0.31428571,0.35483871,0.66912442,0.12903226,2.642857142857143,0.25,-0.06856585387140512,3.7800757056126026,-0.8176049375882716,0.30727211236953733,82.21701329348832,"12160"
"Miguel Sano","MIN","AAA,CPX",29,45,0.13333333,0.26666667,0.5,0.33333333,0.42222222,0.79487179,1.21709401,0.46153846,3.807505355212443,0.36363636,0.14611294714268297,12.566058388656836,6.612611702388985,0.517004578643375,211.12112041332713,"12164"
"Jorge Bonifacio","PHI","AAA",29,444,0.10585586,0.28153153,0.376,0.24020888,0.33558559,0.4073107,0.74289629,0.16710182,4.049920534230804,0.31174089,-0.19827233627438545,57.858534534044225,-0.4663284825611583,0.3336032308168239,99.20046364716126,"12174"
"Jorge Alfaro","SDP","AAA",29,16,0.0625,0.3125,0.2,0.26666667,0.3125,0.73333333,1.04583333,0.46666666,2.642857142857143,0.25,-0.009087593294680119,3.2752720077802717,0.9216333587934551,0.41234681382775307,139.1578103626993,"12180"
"Jake Hager","ARI","AAA",29,303,0.10561056,0.1980198,0.53333333,0.2605364,0.34219269,0.3908046,0.73299729,0.1302682,4.35650713871592,0.31343284,0.2140592117793858,38.08540769023081,-6.48662422495703,0.3270138175384547,85.44687341761792,"12198"
"Scott Schebler","COL","AAA",31,238,0.07142857,0.28991597,0.24637681,0.24299065,0.30672269,0.41121495,0.71793764,0.1682243,6.879649669950697,0.31914894,0.3455473966896534,26.45402589618214,-8.556349007496753,0.3113069411586313,75.56053303902881,"12225"
"Cory Spangenberg","STL","AAA",31,414,0.06521739,0.32608696,0.2,0.23560209,0.28985507,0.38481675,0.67467182,0.14921466,7.414588275310056,0.33472803,0.7577763274312019,41.82416286100656,-12.559831032855207,0.29903680849190495,76.90528015031862,"12294"
"Jace Peterson","MIL","A+",32,11,0.09090909,0.27272727,0.33333333,0.22222222,0.36363636,0.44444444,0.8080808,0.22222222,1.601190455357143,0.33333333,-0.016412077471613884,1.7505977159744972,0.38746959030692535,0.3708675883033059,128.42503085446702,"12325"
"Tommy La Stella","SFG","AAA",33,48,0.1875,0.14583333,1.28571429,0.31578947,0.45833333,0.52631579,0.98464912,0.21052632,1.491541330357143,0.34482759,-0.08178833965212107,10.79185142983447,3.7309354828740204,0.43408314635356265,152.83925642083443,"12371"
"Beau Taylor","BAL","AAA",32,211,0.16587678,0.26066351,0.63636364,0.22222222,0.36492891,0.36842105,0.73334996,0.14619883,1.849946705357143,0.28828829,-0.37996730068698525,28.77634216532794,-0.8299173743954553,0.33834201521218105,96.55423266361822,"12384"
"Jason Krizan","SFG","AAA",33,395,0.08860759,0.15443038,0.57377049,0.26610644,0.32911392,0.48739496,0.81650888,0.22128852,3.517295502466803,0.28169014,-0.6906255572102964,57.048009710266555,-1.0574444365954703,0.3472437165960481,98.18012878115921,"12394"
"Taylor Motter","ATL","AAA",32,333,0.14414414,0.21921922,0.65753425,0.25448029,0.35735736,0.52329749,0.88065485,0.2688172,2.4288210257667115,0.265625,-0.23994796350598335,56.217818913066324,12.474171650612293,0.3790548252271818,128.51653309969674,"12399"
"Kevin Pillar","LAD","AAA",33,176,0.11363636,0.125,0.90909091,0.31543624,0.39772727,0.60402685,1.00175412,0.28859061,6.751909853505783,0.30578512,-0.3406802648678422,36.70048014287268,10.810455004017696,0.4164735468273813,141.75528971500955,"12434"
"Curt Casali","SEA","AAA",33,24,0.125,0.41666667,0.3,0.2,0.33333333,0.25,0.58333333,0.05,2.196428580357143,0.4,-0.031806576531380415,2.1623620079529347,-1.3680959655272895,0.28856919209162396,67.19428361542585,"12510"
"Kolten Wong","MIL","A+",31,7,0.14285714,0.14285714,1,0.16666667,0.28571429,0.66666667,0.95238096,0.5,2.642857142857143,0,-0.008206038735806942,1.2838199171681695,0.41637474628880544,0.4012852736881801,148.000122689796,"12532"
"John Hicks","CHC","AAA",32,387,0.06718346,0.27906977,0.24074074,0.2605042,0.3126615,0.50980392,0.82246542,0.24929972,5.2537224134865355,0.31601732,-0.3928330335766077,56.82094394448357,5.983732261091041,0.35309160987844146,111.77037855332613,"12547"
"Trevor Story","BOS","AA",29,7,0.14285714,0.14285714,1,0.6,0.57142857,1.4,1.97142857,0.8,2.642857142857143,0.5,-0.013162337243556976,3.049551009690579,2.1700713928101623,0.7008278540202549,346.74493315803903,"12564"
"Nick Ramirez","SEA","AAA",32,2,0,0,0,0,0,0,0,0,0.142857142857143,0,0,-0.3541773841721473,-0.6483822152954993,0,-100,"12575"
"Alex Dickerson","ATL","AAA",32,357,0.08123249,0.21288515,0.38157895,0.23913043,0.30532213,0.42546584,0.73078797,0.18633541,3.337672545619421,0.2742616,-0.37138211261481047,42.74724575633671,-4.149096804312212,0.3211258676539616,91.1526217658736,"12649"
"Dillon Thomas","HOU","AAA",29,492,0.11382114,0.25813008,0.44094488,0.2705314,0.37804878,0.46618357,0.84423235,0.19565217,4.4475731289604425,0.34432234,-1.5037246565334499,81.7851052176405,9.4107167612959,0.37079320860102893,113.00282732885867,"12719"
"Brad Miller","TEX","AA,AAA",32,22,0.13636364,0.36363636,0.375,0.10526316,0.22727273,0.31578947,0.5430622,0.21052631,2.642857142857143,0.1,-0.017187383491545916,1.0642391438429837,-2.107300758844089,0.2471038672057065,35.02198182131077,"12775"
"Andy Burns","LAD","AAA",31,332,0.13855422,0.25903614,0.53488372,0.22261484,0.3313253,0.34628975,0.67761505,0.12367491,3.5235872562455426,0.29166667,-0.9403254054486752,36.17745384575249,-12.66054812072395,0.3089490974057477,74.07644127330505,"12779"
"Taylor Davis","PIT","AAA",32,144,0.11111111,0.14583333,0.76190476,0.27272727,0.35460993,0.30578512,0.66039505,0.03305785,0.665816330357143,0.32038835,-0.3504476975649595,15.933478740029345,-2.982693049139967,0.31039621813077456,84.23204714789203,"12782"
"Michael Kelly","PHI","AAA",29,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,"12791"
"James McCann","NYM","AA",32,41,0.07317073,0.41463415,0.17647059,0.26315789,0.31707317,0.39473684,0.71181001,0.13157895,1.601190455357143,0.45,-0.06581168621778488,4.912641732806913,-0.2385960232069574,0.3173041576292457,95.3681807264981,"12859"
"Phillip Evans","NYY","AAA",29,400,0.0775,0.1425,0.54385965,0.24376731,0.31,0.36565097,0.67565097,0.12188366,2.468826646808889,0.26510067,-1.2611406464129686,42.39246511945113,-10.152456517130288,0.3048868344724178,80.67852001502993,"12950"
"Michael Perez","NYM","AAA",29,92,0.14130435,0.25,0.56521739,0.20779221,0.32608696,0.32467532,0.65076228,0.11688311,0.443783080357143,0.26415094,-0.19046070519834757,9.66230889998712,-2.4230230764266065,0.3037584411061328,79.95071148102934,"12977"
"Cam Gallagher","SDP","AAA",29,119,0.10084034,0.2605042,0.38709677,0.2,0.27731092,0.34285714,0.62016806,0.14285714,1.601190455357143,0.24657534,-0.136722803581506,9.74229926673057,-6.881441942776419,0.27679339627257915,57.68975009407717,"12981"
"Erick Castillo","CHC","AAA",29,127,0.03937008,0.17322835,0.22727273,0.23684211,0.296,0.25438596,0.55038596,0.01754385,0.885044642857143,0.29032258,-0.2666449872776866,8.75397197419259,-7.929040645422011,0.26115605640411377,52.472369192482326,"12990"
"Mitch Walding","SDP","AA",29,29,0.24137931,0.27586207,0.875,0.04545455,0.27586207,0.09090909,0.36677116,0.04545454,3.627581743856496,0.07142857,0.15574744902551174,0.8959561587231577,-3.225653588686663,0.22427455515697084,21.738015329719445,"13006"
"John Andreoli","MIN","AAA",32,421,0.18527316,0.35629454,0.52,0.18397626,0.33732057,0.3620178,0.69933837,0.17804154,6.62902835895048,0.27011494,1.5673156371340156,51.12322386722264,-4.1803061552793,0.32322759391588457,92.44115854163667,"13012"
"Teoscar Hernandez","TOR","A",29,13,0.07692308,0.23076923,0.33333333,0.45454545,0.46153846,1.18181818,1.64335664,0.72727273,7.5,0.42857143,0.18744470737874508,4.921028764920428,3.3732046652605083,0.6675525124256427,317.9320418903965,"13066"
"Jose Briceno","KCR","AAA",29,141,0.04255319,0.21985816,0.19354839,0.2519084,0.29787234,0.40458015,0.70245249,0.15267175,2.017857142857143,0.29896907,-0.22855284623801708,15.588280281971983,-2.9338045949229667,0.3102853002277672,84.1605056103447,"13151"
"Jorge Polanco","MIN","AAA",28,3,0.33333333,0,1,0.5,0.66666667,0.5,1.16666667,0,0.142857142857143,0.5,-0.015236856415867805,0.9276483608821906,0.53356144860783,0.5447541276613871,235.3918214458155,"13152"
"Robel Garcia","CHC","AAA",29,165,0.14545455,0.30909091,0.47058824,0.29496403,0.39393939,0.61870504,1.01264443,0.32374101,3.308340509837964,0.37179487,-0.792478185147047,34.56627192059696,12.891491745507127,0.42705576776004417,159.47692037182887,"13167"
"Orlando Arcia","ATL","AAA",27,16,0.1875,0.375,0.5,0.23076923,0.375,0.30769231,0.68269231,0.07692308,2.642857142857143,0.42857143,-0.038092141039669514,2.016539907391022,-0.08525695807223445,0.32855381816625595,95.94361569982439,"13185"
"Max Muncy","LAD","AAA",31,17,0.17647059,0.35294118,0.5,0.14285714,0.29411765,0.35714286,0.65126051,0.21428572,0.142857142857143,0.14285714,-0.018175186589360237,1.602428607043349,-0.8983124575051433,0.2930643593563753,64.07814986365518,"13301"
"Ildemaro Vargas","WSN","AAA",30,309,0.08737864,0.1197411,0.72972973,0.24460432,0.30844156,0.35611511,0.66455667,0.11151079,5.254037722688757,0.26970954,-0.8782983664423227,31.339269905607743,-9.251682058651404,0.2995501762473738,77.20752628123226,"13324"
"Deven Marrero","NYM","AAA",31,166,0.12048193,0.20481928,0.58823529,0.22916667,0.32317073,0.32638889,0.64955962,0.09722222,6.823879395627571,0.28037383,0.18466654513031244,17.104828437334955,-4.701314041846337,0.3014168779297573,78.44041399649313,"13325"
"Jake Lamb","LAD","AAA",31,276,0.14130435,0.26811594,0.52702703,0.29004329,0.39492754,0.53679654,0.93172408,0.24675325,2.2147069309210154,0.35862069,-0.6860817605629563,52.964401477669675,12.36413478264709,0.3985176181447679,130.4533339042398,"13329"
"Omar Narvaez","MIL","AAA",30,8,0,0.125,0,0.375,0.375,0.5,0.875,0.125,1.601190455357143,0.42857143,-0.015236856415867805,1.3907699741487696,0.3398715414171411,0.3849843442440033,132.34104560739556,"13338"
"Luke Maile","CLE","AAA",31,20,0.2,0.15,1.33333333,0.5625,0.65,1.0625,1.7125,0.5,1.790584392857143,0.63636364,-0.06856585387140512,8.76877540781189,6.14152932598282,0.6972686737775803,333.7630025774795,"13355"
"Tyler Naquin","CIN","AAA",31,16,0.1875,0.25,0.75,0.30769231,0.4375,0.76923077,1.20673077,0.46153846,3.0595238303571426,0.375,-0.03047371283173561,4.270245911548539,2.1684490460852817,0.49479931965470314,203.17119992503817,"13359"
"Stephen Piscotty","OAK","AAA",31,119,0.06722689,0.22689076,0.2962963,0.27522936,0.33613445,0.44954128,0.78567573,0.17431192,0.464826830357143,0.32467532,-0.2084995904006064,17.050856901307608,1.0567201506095167,0.34748490367616924,106.11447439342508,"13367"
"Erik Gonzalez","MIA","AAA",30,402,0.06965174,0.21393035,0.3255814,0.28378378,0.3358209,0.37297297,0.70879387,0.08918919,4.359243170505259,0.35815603,0.0398198077455163,48.011681586782714,-4.795964657981615,0.3207621860563459,90.91804880726508,"13369"
"Wynton Bernard","COL","AAA",31,475,0.08210526,0.14105263,0.58208955,0.33333333,0.38736842,0.58974359,0.97711201,0.25641026,8.653393338095535,0.35260116,2.8691171128302813,96.31100390267038,26.437356510874267,0.4102467104008323,137.83594745331456,"13408"
"Matt Koch","SEA","AAA",31,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,"13420"
"Christian Lopes","OAK","AAA",29,216,0.10648148,0.25925926,0.41071429,0.25668449,0.34722222,0.37433155,0.72155377,0.11764706,4.832164302061637,0.35114504,0.022969367913901806,27.08807635474006,-4.68604540658196,0.3267042236747565,85.25200651718347,"13472"
"Dwight Smith Jr.","CHW","AAA",29,60,0.08333333,0.21666667,0.38461538,0.23636364,0.3,0.32727273,0.62727273,0.09090909,1.356092455357143,0.29268293,-0.11427642311900854,5.455362753763106,-2.426375491724106,0.287114155292511,69.21522364545208,"13473"
"Roman Quinn","PHI","AAA",29,61,0.24590164,0.24590164,1,0.29545455,0.47540984,0.63636364,1.11177348,0.34090909,3.748019301302632,0.34615385,-0.42487276159226894,15.132853846921673,7.119753297343006,0.4725979459090311,188.85141591936429,"13546"
"Jose Peraza","BOS","AAA",28,259,0.04633205,0.11969112,0.38709677,0.23628692,0.28957529,0.35443038,0.64400567,0.11814346,3.1300511749394833,0.25,-0.29151774290949106,23.98030789559377,-10.042528864092699,0.2890796769539822,70.48297608154752,"13593"
"Carl Edwards Jr.","WSN","AAA",30,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,"13607"
"Mallex Smith","TOR","AAA",29,91,0.14285714,0.25274725,0.56521739,0.19480519,0.31868132,0.20779221,0.52647353,0.01298702,7.051304063982176,0.27777778,1.0721493549644947,6.617080039215348,-5.336889633106926,0.2656247661663936,55.35466644637941,"13608"
"Carson Kelly","ARI","AAA",27,22,0.18181818,0.04545455,4,0.35294118,0.45454545,0.82352941,1.27807486,0.47058823,1.080357142857143,0.26666667,-0.027262779884040356,6.239921497044332,3.003668354687459,0.49759147383949975,192.81314602293358,"13620"
"Jeimer Candelario","DET","AAA",28,19,0.10526316,0.15789474,0.66666667,0.375,0.42105263,0.6875,1.10855263,0.3125,1.303571455357143,0.38461538,-0.038092141039669514,4.468054695668742,1.9721709179311244,0.45735058345292745,179.01693722769372,"13621"
"Preston Tucker","ATL","AAA",31,311,0.09646302,0.15755627,0.6122449,0.26666667,0.34726688,0.42592593,0.77319281,0.15925926,2.423895331683979,0.29032258,-0.4247111100703478,43.03449113297771,2.1808145605356577,0.3431190308063261,105.33811089601355,"13633"
"Jharel Cotton","MIN","AAA",30,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,"13654"
"Terrance Gore","NYM","AAA,CPX",31,81,0.11111111,0.27160494,0.40909091,0.24285714,0.32911392,0.27142857,0.60054249,0.02857143,7.018926226301154,0.35416667,0.926555588375777,7.546367676926478,-3.1272497456542414,0.29200596824476993,70.50363625620051,"13658"
"Jack Lopez","DET","AAA",29,311,0.03858521,0.37942122,0.10169492,0.16723549,0.20454545,0.28668942,0.49123487,0.11945393,7.640755905399267,0.25294118,0.973109788261354,9.64278972289766,-31.210886849544394,0.21639739146838358,23.603236065667165,"13663"
"Tyrone Taylor","MIL","AAA",28,8,0,0.125,0,0.375,0.375,0.375,0.75,0,6.020298558574823,0.42857143,0.17714471835643053,1.0907699135465225,0.039871480814894174,0.3407251015305519,103.79403751809346,"13675"
"David Dahl","MIL","AAA",28,359,0.09470752,0.23398329,0.4047619,0.27899687,0.3454039,0.44200627,0.78741017,0.1630094,4.841893783168317,0.34347826,0.091486188583076,51.07741955433321,3.918352385501391,0.34772478255720857,108.30879960257376,"13744"
"Elier Hernandez","TEX","AAA",27,351,0.06837607,0.18233618,0.375,0.29780564,0.35612536,0.52351097,0.87963633,0.22570533,7.4540678684601875,0.33606557,0.5867964378558099,59.381220860143856,7.748272997995571,0.373976456134068,115.0064509558552,"13750"
"Chris Taylor","LAD","AAA",31,8,0,0,0,0.42857143,0.5,1.28571429,1.78571429,0.85714286,0.142857142857143,0.2,-0.009087593294680119,3.578545222735335,2.401725898241927,0.674376018345356,304.0862049300398,"13757"
"Tyler Duffey","NYY","AAA",31,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,"13758"
"Travis Jankowski","NYM","AAA",31,165,0.18787879,0.21818182,0.86111111,0.23664122,0.38650307,0.29770992,0.68421299,0.0610687,7.845349459181591,0.31914894,2.100863864645362,21.375854277696238,-0.2989258973935987,0.33270461171682625,98.62085845863781,"13768"
"Rob Refsnyder","BOS","AA,AAA",31,189,0.16402116,0.22222222,0.73809524,0.31788079,0.44444444,0.57615894,1.02060338,0.25827815,4.690954761437302,0.38834951,0.33838766999542713,42.16341176394404,17.37599280241908,0.44373282080604914,170.77023593191115,"13770"
"Matt Reynolds","CIN","AAA",31,32,0.125,0.1875,0.66666667,0.18518519,0.28125,0.2962963,0.5775463,0.11111111,0.142857142857143,0.19047619,-0.06094742566347122,2.3474273058439703,-1.8561664250825431,0.2663824111223221,55.843343960039974,"13788"
"Eric Stamets","TOR","AAA",30,224,0.09375,0.30357143,0.30882353,0.1761658,0.27927928,0.30051813,0.57979741,0.12435233,5.4490043148836005,0.23966942,1.0343154668807983,17.167386737584742,-12.257769378900852,0.27025717845908154,58.34255107984499,"13795"
"Matt Duffy","LAA","AAA",31,38,0.05263158,0.21052632,0.25,0.17142857,0.23684211,0.25714286,0.49398497,0.08571429,2.196428580357143,0.19230769,-0.036350373178720474,1.2623113601699032,-4.327580431173786,0.22713760482637504,22.582035704602983,"13836"
"Joey Wendle","MIA","A,AAA",32,25,0.04,0.2,0.2,0.36363636,0.4,0.59090909,0.99090909,0.22727273,0.299107142857143,0.41176471,-0.04930665623396635,5.082689818935373,1.8970235111284044,0.4271410655975342,160.96388602147906,"13853"
"Anthony Bemboom","BAL","AAA",32,137,0.0729927,0.20437956,0.35714286,0.22764228,0.2919708,0.3495935,0.6415643,0.12195122,2.196428580357143,0.26595745,-0.23617127444595098,12.654109058920326,-5.342526601608809,0.288817306069562,70.3137480672222,"13854"
"Tyler Heineman","TOR","AAA",31,8,0,0.5,0,0.125,0.125,0.125,0.25,0,0.142857142857143,0.25,-0.007618428207933903,-0.4489092561380519,-1.4998076888696803,0.1135750338435173,-42.7167119253561,"13897"
