Season,Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
2022,"Matt Moore","TEX","AAA",33,5,12.6,1.8,7,0,0.41176471,0.05882353,0.35294118,0.125,0.6,0.22222222,1,0,1.6552925109863281,-1.6552925109863281,2.8700269132852556,"1890"
2022,"Zack Burdi","WSN","A+",27,10.1,8.709680098773617,6.967744079018894,1.25,0,0.24390244,0.19512195,0.04878049,0.125,1.1612906798364824,0.18181818,0.84615385,1.7419360197547236,4.335700603429598,-2.5937645836748744,5.484068413561351,"19159"
2022,"Zack Burdi","WSN","CPX",27,2.2,6.749991349887012,6.749991349887012,1,0,0.16666667,0.16666667,0,0.2,1.4999980777526694,0.25,1,0,4.575283233822624,-4.575283233822624,6.297525968398265,"19159"
2022,"Tommy Nance","MIA","A",31,4,9,2.25,4,2.25,0.28571429,0.07142857,0.21428572,0.07692308,0.5,0,1,2.25,5.5204588890075685,-3.2704588890075685,2.9502405121922495,"19178"
2022,"Tommy Nance","MIA","AAA",31,5.2,9.529406418852851,3.176468806284284,3,1.588234403142142,0.3,0.1,0.2,0.11111111,0.7058819569520631,0.09090909,0.38461538,3.176468806284284,4.742931116163914,-1.5664623098796295,4.199879318971282,"19178"
2022,"Tommy Nance","MIA","AA",31,2,9,0,2,0,0.33333333,0,0.33333333,0.16666667,0.5,0.25,1,0,1.5823056221008303,-1.5823056221008303,2.3774003207683565,"19178"
2022,"Kirby Snead","OAK","AAA",27,13.2,13.1707286437596,1.9756092965639402,6.66666667,0.6585364321879801,0.35087719,0.05263158,0.29824561,0.24528302,1.1707314350008535,0.375,0.64102564,4.60975502531586,2.757731790673029,1.8520232346428314,2.5472040361662556,"19179"
2022,"Robert Dugger","TBR","AAA",26,16,7.3125,3.9375,1.85714286,1.125,0.19117647,0.10294118,0.08823529,0.22033898,1.25,0.25,0.67708333,3.9375,5.195137691497803,-1.257637691497803,5.430644833296538,"19191"
2022,"Robert Dugger","CIN","AAA",26,50.1,6.973510638459125,4.649007092306083,1.5,0.8940398254434776,0.18139535,0.12093023,0.06046512,0.25925926,1.4900663757391293,0.30344828,0.69117647,4.649007092306083,4.799028550471715,-0.15002145816563228,5.741889319344237,"19191"
2022,"Brandyn Sittinger","ATL","AAA",28,27.1,9.54878159834485,4.280488302706312,2.23076923,1.9756099858644516,0.23387097,0.10483871,0.12903226,0.31818182,1.7560977652128458,0.38666667,0.73891626,6.256098288570763,5.7759306382310625,0.480167650339701,4.858409508352957,"19192"
2022,"Conner Menez","CHC","AAA",27,21,10.714285714285714,3.4285714285714284,3.125,0,0.28735632,0.09195402,0.1954023,0.20253165,1.1428571428571428,0.2962963,0.66666667,2.142857142857143,2.2695424534025648,-0.12668531054542198,3.9233265794458845,"19199"
2022,"Jose Quijada","LAA","A",26,3,15,3,5,0,0.45454545,0.09090909,0.36363636,0.1,0.6666666666666666,0.2,1,0,1.8149856249491374,-1.8149856249491374,3.1932211662332217,"19200"
2022,"Dakota Hudson","STL","AAA",27,21,8.142857142857142,3.4285714285714284,2.375,0,0.2183908,0.09195402,0.12643678,0.25641026,1.3333333333333333,0.33898305,0.75862069,1.7142857142857142,2.983828167688279,-1.269542453402565,4.0075992933341436,"19206"
2022,"Mitch White","LAD","AAA",27,11.2,7.7142836123102425,1.5428567224620486,5,0,0.25,0.05,0.2,0.08108108,0.4285713117950135,0.11111111,1,0,2.9124356250372987,-2.9124356250372987,4.127169696347459,"19225"
2022,"Mitch White","TOR","AAA",27,5,9,1.8,5,3.6,0.2173913,0.04347826,0.17391304,0.40909091,2,0.46666667,0.27777778,14.4,7.307637691497803,7.092362308502198,2.4383945167064667,"19225"
2022,"Caleb Baragar","ARI","AAA",28,47.1,9.50704327511245,5.5140850995652215,1.72413793,2.8521129825337352,0.23809524,0.13809524,0.1,0.24861878,1.5633804496851584,0.25862069,0.81132075,5.5140850995652215,7.700363346698475,-2.186278247133253,6.617480926224142,"19231"
2022,"Wes Benjamin","CHW","AAA",28,30.2,9.391303374321215,3.5217387653704555,2.66666667,1.7608693826852277,0.24615385,0.09230769,0.15384616,0.23728814,1.3043476908779466,0.275,0.69620253,3.8152169958179933,5.1380723050952355,-1.3228553092772422,4.266354175045025,"19243"
2022,"Cole Irvin","OAK","A",28,5,10.8,0,6,1.8,0.3,0,0.3,0.25,1,0.30769231,1,1.8,4.348318958282471,-2.5483189582824712,2.8509073913097382,"19244"
2022,"Miguel Aguilar","ARI","AAA",30,46.1,6.604317271754562,3.6906478871569615,1.78947368,1.7482016307585606,0.16425121,0.09178744,0.07246377,0.27567568,1.5107915327543116,0.29577465,0.69536424,5.438849517915521,6.33730717193984,-0.8984576540243188,6.783420147398683,"19246"
2022,"Seranthony Dominguez","PHI","AAA",27,1,9,18,0.5,0,0.25,0.5,-0.25,0,2,0,1,0,7.507637691497803,-7.507637691497803,7.507637691497803,"19249"
2022,"Ian Hamilton","CLE","AAA",27,18.2,11.571426600826365,5.303570525378751,2.18181818,1.4464283251032957,0.28571429,0.13095238,0.15476191,0.23287671,1.4999997445515658,0.30434783,0.58823529,6.2678560754476145,4.7933517582562875,1.474504317191327,3.855808719984799,"19261"
2022,"Ian Hamilton","MIN","AAA",27,28.2,11.302324328053905,2.511627628456423,4.5,0.9418603606711586,0.32142857,0.07142857,0.25,0.15686275,0.8372092094854744,0.20634921,0.77981651,1.8837207213423173,3.4029865403121184,-1.5192658189698012,3.1386341880508364,"19261"
2022,"Thomas Hatch","TOR","AAA",27,131,7.763358778625954,2.6106870229007635,2.97368421,1.099236641221374,0.20250896,0.06810036,0.1344086,0.25,1.2595419847328244,0.29287599,0.67270375,4.67175572519084,4.515271279284063,0.15648444590677713,4.480274695340004,"19264"
2022,"Taylor Widener","ARI","AAA",27,36.2,11.536362036082592,2.945454136872151,3.91666667,1.227272557030063,0.29559748,0.0754717,0.22012578,0.27210884,1.4181816214569616,0.36842105,0.62222222,5.399999250932277,4.046201575413227,1.3537976755190497,4.592512631292586,"19266"
2022,"Justin Dunn","CIN","AAA",26,29,8.379310344827585,5.586206896551724,1.5,1.2413793103448276,0.19285714,0.12857143,0.06428571,0.26495726,1.6896551724137931,0.31395349,0.5785124,6.206896551724138,5.81798251908401,0.3889140326401277,6.020825429825948,"19268"
2022,"Justin Dunn","CIN","A+",26,2,4.5,4.5,1,0,0.11111111,0.11111111,0,0.375,2,0.42857143,0.75,4.5,3.9833616733551027,0.5166383266448973,4.6403914101421835,"19268"
2022,"T.J. Zeuch","STL","AAA",26,19.1,9.310346358454861,5.120690497150174,1.81818182,2.7931039075364588,0.2,0.11,0.09,0.44318182,2.586207321793017,0.53225806,0.58685446,11.637932948068578,7.3352245277514685,4.302708420317109,5.182633696547214,"19269"
2022,"T.J. Zeuch","CIN","AAA",26,22.1,10.477613431676243,4.029851319875478,2.6,0.8059702639750956,0.2826087,0.10869565,0.17391305,0.2195122,1.2537315217390377,0.2962963,0.71428571,3.6268661878879302,3.6867421946033794,-0.059876006715449126,3.1890133387296085,"19269"
2022,"T.J. Zeuch","CIN","CPX",26,4,18,2.25,8,0,0.57142857,0.07142857,0.5,0.15384615,0.75,0.4,1,0,1.0099789619445803,-1.0099789619445803,1.0099789619445803,"19269"
2022,"Jacob Webb","ATL","AAA",28,30.1,10.384616472916704,1.7802199667857208,5.83333333,1.1868133111904806,0.2892562,0.04958678,0.23966942,0.21238938,0.9890110926587338,0.27027027,0.49242424,5.340659900357163,3.7054399100295496,1.635219990327613,3.408683415538214,"19274"
2022,"Jacob Webb","ARI","AAA",28,5.1,11.812507040802862,5.06250301748694,2.33333333,1.68750100582898,0.26923077,0.11538462,0.15384615,0.34782609,2.0625012293465312,0.46666667,0.52083333,10.12500603497388,5.355293405056534,4.769712629917347,4.056606133133842,"19274"
2022,"Edgar Garcia","WSN","AA",25,24,5.625,6.375,0.88235294,2.25,0.14705882,0.16666667,-0.01960785,0.21176471,1.4583333333333333,0.1875,0.67669173,6.375,7.53998727798462,-1.1649872779846202,6.290640511363746,"19276"
2022,"Kyle Dowdy","CIN","AAA",29,52.1,9.630574184400636,5.331210709221781,1.80645161,0.5159236170214627,0.24034335,0.13304721,0.10729614,0.235,1.49044600472867,0.31205674,0.67282322,3.9554143971645472,4.00445302640736,-0.04903862924281244,4.681273837511272,"19285"
2022,"Trevor Richards","TOR","AAA",29,1,9,0,1,18,0.16666667,0,0.16666667,0.5,3,0.33333333,0,27,27.507637691497802,-0.507637691497802,4.815205943584442,"19309"
2022,"Reggie McClain","NYY","AAA",29,16.2,8.639998352051096,9.719998146057483,0.88888889,0,0.17391304,0.19565217,-0.02173913,0.25757576,2.0999995994568637,0.34,0.65116279,7.559998558044708,6.267637165069681,1.2923613929750273,8.25217773780059,"19311"
2022,"Joey Lucchesi","NYM","AA",29,2.2,13.499982699774025,3.374995674943506,4,0,0.26666667,0.06666667,0.2,0.35714286,2.249997116629004,0.5,0.33333333,6.749991349887012,1.5399896807937827,5.21000166909323,3.8633259422015382,"19320"
2022,"Joey Lucchesi","NYM","A",29,5,9,1.8,5,0,0.27777778,0.05555556,0.22222222,0.17647059,0.8,0.25,0.75,0,2.1204588890075686,-2.1204588890075686,2.9361968368291858,"19320"
2022,"Joey Lucchesi","NYM","AAA",29,5,5.4,1.8,3,0,0.15,0.05,0.1,0.21052632,1,0.25,0.8,1.8,2.907637691497803,-1.1076376914978028,4.892178642749787,"19320"
2022,"Matthew Festa","SEA","AAA",29,6.2,14.849992918971576,2.6999987125402867,5.5,0,0.45833333,0.08333333,0.375,0.09090909,0.5999997138978415,0.18181818,0.5,0,1.4552936553949625,-1.4552936553949625,1.758977111162138,"19330"
2022,"Richard Lovelady","KCR","AAA",26,3,21,3,7,0,0.63636364,0.09090909,0.54545455,0.1,0.6666666666666666,0.33333333,1,0,-0.15902897516886316,0.15902897516886316,0.943493775526683,"19337"
2022,"Richard Lovelady","KCR","AA",26,1,18,0,2,0,0.5,0,0.5,0,0,0,1,0,2.757600498199463,-2.757600498199463,4.497320902347565,"19337"
2022,"Caleb Ferguson","LAD","AAA",25,7.1,15.954552370657648,4.90909303712543,3.25,1.2272732592813576,0.35135135,0.10810811,0.24324324,0.3125,1.9090917366598894,0.5,0.51470588,7.363639555688145,4.1280199019377415,3.235619653750404,4.01174858194311,"19349"
2022,"Dean Kremer","BAL","AA",26,2,22.5,0,5,0,0.71428571,0,0.71428571,0.14285714,0.5,0.5,1,0,-1.5850127220153807,1.5850127220153807,-1.5850127220153807,"19350"
2022,"Dean Kremer","BAL","AAA",26,7,16.714285714285715,2.5714285714285716,6.5,0,0.52,0.08,0.44,0.04545455,0.42857142857142855,0.11111111,1,0,1.0790662629263745,-1.0790662629263745,2.024085763522557,"19350"
2022,"Cody Sedlock","DET","AAA",27,25.2,6.662336837181879,5.6103889155215825,1.1875,1.0519479216602967,0.17272727,0.14545455,0.02727272,0.21505376,1.4025972288803956,0.23943662,0.79268293,3.506493072200989,5.5336114665472635,-2.0271183943462745,5.882692189101492,"19357"
2022,"Cody Sedlock","BAL","AAA",27,54.1,10.269939611698419,4.638037243992835,2.21428571,0.6625767491418334,0.25306122,0.11428571,0.13877551,0.26066351,1.5276075049658937,0.35172414,0.59952038,5.466258180420126,4.059784982449331,1.4064731979707945,5.1724965081638565,"19357"
2022,"Tony Gonsolin","LAD","AAA",28,2,9,0,2,0,0.33333333,0,0.33333333,0.16666667,0.5,0.25,1,0,1.8552925109863283,-1.8552925109863283,2.8675711795687677,"19388"
2022,"Colin Poche","TBR","AAA",28,6,16.5,3,5.5,0,0.52380952,0.0952381,0.42857142,0.05263158,0.5,0.125,1,0,0.8409710248311368,-0.8409710248311368,2.2191244632005698,"19403"
2022,"Ronel Blanco","HOU","AAA",28,44.2,11.68656583341162,3.8283577730141514,3.05263158,1.611940114953327,0.31351351,0.1027027,0.21081081,0.21084337,1.2089550862149951,0.27,0.72429907,3.6268652586449854,4.862755082832157,-1.2358898241871716,4.030152016293632,"19407"
2022,"Dane Dunning","TEX","CPX",27,5,16.2,1.8,9,1.8,0.45,0.05,0.4,0.15789474,0.8,0.22222222,0.76923077,3.6,3.8599789619445803,-0.25997896194458026,1.8924705266952517,"19409"
2022,"Zack Greinke","KCR","AAA",38,12,6,0.75,8,0.75,0.19047619,0.02380952,0.16666667,0.17073171,0.6666666666666666,0.1875,0.75757576,2.25,3.5076376914978034,-1.2576376914978034,3.8024577965339033,"1943"
2022,"Yohan Ramirez","CLE","AAA",27,10.1,11.322584128405703,8.709680098773617,1.3,0,0.29545455,0.22727273,0.06818182,0.09677419,1.2580649031561892,0.16666667,0.6875,4.354840049386809,4.765702594653992,-0.41086254526718324,5.245833617662899,"19444"
2022,"Yohan Ramirez","PIT","AAA",27,5.1,6.75000402331592,3.37500201165796,2,0,0.21052632,0.10526316,0.10526316,0.05882353,0.5625003352763267,0.07692308,1,0,3.132637467980252,-3.132637467980252,4.062891593354286,"19444"
2022,"Yohan Ramirez","SEA","AAA",27,6,10.5,1.5,7,3,0.25925926,0.03703704,0.22222222,0.30769231,1.5,0.35294118,0.32258065,9,6.355292510986329,2.644707489013671,4.046516514817874,"19444"
2022,"Shaun Anderson","TOR","AAA",27,88,7.7727272727272725,3.272727272727273,2.375,1.125,0.20596206,0.08672087,0.11924119,0.2238806,1.2159090909090908,0.25806452,0.74786325,3.5795454545454546,4.564455873315985,-0.98491041877053,4.799963015114719,"19453"
2022,"Michael Rucker","CHC","AAA",28,15.1,7.630436364554606,4.695653147418218,1.625,0,0.19117647,0.11764706,0.07352941,0.25,1.5000003109808198,0.31914894,0.86956522,1.1739132868545545,3.377202881847297,-2.2032895949927425,4.671468987948231,"19454"
2022,"Bryan Garcia","DET","AAA",27,85.1,7.277344183763515,3.5859377137385438,2.02941176,1.1601563191507054,0.1943662,0.09577465,0.09859155,0.24137931,1.300781327532609,0.27615063,0.78893443,3.796875226311399,4.8318565204273956,-1.0349812941159966,5.210385262058903,"19457"
2022,"Jorge Alcala","MIN","A",26,1,9,0,1,0,0.16666667,0,0.16666667,0.33333333,2,0.4,0.5,0,1.5204588890075685,-1.5204588890075685,4.239585381746292,"19459"
2022,"Alex De Goti","HOU","AAA",27,1,0,0,0,0,0,0,0,0.5,2,0.5,1,0,3.8552925109863283,-3.8552925109863283,3.8552925109863283,"19477"
2022,"Aaron Civale","CLE","AAA",27,13.1,12.150002896786427,2.7000006437303172,4.5,1.3500003218651586,0.3,0.06666667,0.23333333,0.26415094,1.3500003218651586,0.36363636,0.65934066,4.7250011265280545,4.332637888193178,0.39236323833487674,3.126840457428161,"19479"
2022,"Ryan Hartman","BAL","AA",28,4,4.5,0,2,2.25,0.14285714,0,0.14285714,0.14285714,0.5,0.09090909,0,4.5,5.664987277984619,-1.1649872779846193,4.351103310286999,"19480"
2022,"Ryan Hartman","BAL","A+",28,3,12,3,4,0,0.36363636,0.09090909,0.27272727,0.1,0.6666666666666666,0.16666667,1,0,1.9916143735249843,-1.9916143735249843,3.474922338624796,"19480"
2022,"Ryan Hartman","BAL","AAA",28,11.1,6.352942958423098,2.382353609408662,2.66666667,1.5882357396057745,0.16,0.06,0.1,0.31914894,1.5882357396057745,0.35135135,0.78947368,4.764707218817324,5.184108749970565,-0.4194015311532411,5.224745174606403,"19480"
2022,"Ryan Hartman","BAL","CPX",28,4,4.5,2.25,2,0,0.0952381,0.04761905,0.04761905,0.5,2.75,0.55555556,0.72727273,4.5,3.5752841949462892,0.9247158050537108,4.493814830482006,"19480"
2022,"Andrew Vasquez","SFG","AAA",28,16.1,12.673471854360123,2.7551025770348097,4.6,0.551020515406962,0.34848485,0.07575758,0.27272727,0.22033898,1.102041030813924,0.34285714,0.86021505,2.204082061627848,3.1205984904437125,-0.9165164288158647,3.936062652204989,"19482"
2022,"Andrew Vasquez","TOR","AAA",28,11,12.272727272727273,1.6363636363636365,7.5,0,0.375,0.05,0.325,0.08333333,0.45454545454545453,0.14285714,0.57142857,2.4545454545454546,1.8712740551341664,0.5832713994112881,2.6229941124265848,"19482"
2022,"Andrew Vasquez","PHI","AAA",28,4,6.75,2.25,3,0,0.17647059,0.05882353,0.11764706,0.1875,1,0.23076923,0.5,2.25,2.757637691497803,-0.5076376914978029,5.651759912073612,"19482"
2022,"Devin Smeltzer","MIN","AAA",26,50,8.46,2.88,2.9375,1.8,0.2034632,0.06926407,0.13419913,0.30046948,1.6,0.34615385,0.55882353,7.56,5.307637691497803,2.252362308502197,4.791405690312386,"19487"
2022,"Raynel Espinal","SFG","AAA",30,83.1,11.016000672363322,4.104000250488297,2.68421053,1.7280001054687564,0.27567568,0.1027027,0.17297298,0.26605505,1.50000009155274,0.33971292,0.73420074,5.292000322998066,5.451292608398443,-0.15929228540037688,5.093225134589852,"19516"
2022,"Raynel Espinal","CIN","AAA",30,19.2,10.067794982813984,3.20338931271354,3.14285714,1.3728811340200886,0.26506024,0.08433735,0.18072289,0.23943662,1.2203387857956343,0.30434783,0.76612903,4.576270446733629,5.0839086231504975,-0.5076381764168687,4.698581485171433,"19516"
2022,"Raynel Espinal","CHC","AAA",30,3.1,10.800011072170165,8.100008304127623,1.33333333,2.700002768042541,0.22222222,0.16666667,0.05555555,0.4,2.700002768042541,0.5,0.39473684,16.200016608255247,7.707641997341756,8.49237461091349,5.79218098486332,"19516"
2022,"Tanner Tully","CLE","AAA",27,122,7.229508196721311,1.9180327868852458,3.76923077,0.8852459016393442,0.18455744,0.04896422,0.13559322,0.284,1.3770491803278688,0.33333333,0.65941101,4.721311475409836,3.9420639210059996,0.7792475544038364,4.303603914868637,"19518"
2022,"Cam Vieaux","PIT","AAA",28,50,8.46,2.7,3.13333333,1.26,0.23737374,0.07575758,0.16161616,0.2032967,1.04,0.234375,0.78703704,3.06,4.407637691497803,-1.3476376914978032,4.3737245476245885,"19529"
2022,"Jason Foley","DET","AAA",26,5,10.8,1.8,6,1.8,0.28571429,0.04761905,0.23809524,0.25,1.2,0.30769231,0.86956522,3.6,4.307637691497803,-0.7076376914978026,3.0306649923324587,"19531"
2022,"Ryan Hendrix","CIN","AAA",27,38.2,12.33620527383143,7.215516292241025,1.70967742,0.6982757702168734,0.29943503,0.17514124,0.12429379,0.22758621,1.655172196069626,0.33707865,0.69078947,5.120688981590405,4.257637592841852,0.8630513887485529,4.232733326264249,"19535"
2022,"Jimmy Lambert","CHW","AAA",27,12.2,8.526313649650962,3.5526306873545677,2.4,5.684209099767308,0.19354839,0.08064516,0.11290323,0.36842105,2.0526310638048613,0.35135135,0.81081081,9.236839787121877,11.007635809246334,-1.7707960221244576,5.669472736287106,"19541"
2022,"Stephen Nogosek","NYM","AAA",27,43,11.093023255813954,3.13953488372093,3.53333333,0.4186046511627907,0.30113636,0.08522727,0.21590909,0.19620253,1.069767441860465,0.2815534,0.77922078,2.302325581395349,2.902986528707105,-0.6006609473117561,3.9905795879142225,"19545"
2022,"Jon Duplantier","LAD","AAA",27,93.2,10.473310745978928,5.476868922209165,1.9122807,1.7295375543818414,0.2546729,0.13317757,0.12149533,0.23287671,1.5160143995198856,0.28151261,0.74918567,4.804270984394004,6.043904848321374,-1.23963386392737,5.901663727011982,"19546"
2022,"JD Hammer","COL","AAA",27,47,9,5.74468085106383,1.56666667,1.7234042553191489,0.21658986,0.13824885,0.07834101,0.27807487,1.7446808510638299,0.32824427,0.67723343,5.9361702127659575,6.259547830135265,-0.3233776173693075,5.450137960974207,"19548"
2022,"Geoff Hartlieb","BOS","AAA",28,61,9.442622950819672,3.6885245901639343,2.56,1.180327868852459,0.24150943,0.09433962,0.14716981,0.25316456,1.3934426229508197,0.31515152,0.67708333,5.163934426229508,4.491244248874852,0.6726901773546556,4.168998190320906,"19558"
2022,"Bernardo Flores Jr.","CIN","AAA",26,17.2,6.622640317765665,6.113206447168306,1.08333333,1.5283016117920765,0.15294118,0.14117647,0.01176471,0.32876712,2.037735482389435,0.36842105,0.66037736,7.132074188363023,6.281222098083424,0.8508520902795995,5.290610595496573,"19561"
2022,"Nate Mondou","OAK","AAA",27,1.1,0,6.750016696792419,0,6.750016696792419,0,0.16666667,-0.16666667,0.2,1.5000037103983153,0,0,13.500033393584838,15.85532219417285,-2.3552888005880117,13.697406870737428,"19563"
2022,"David Bednar","PIT","AAA",27,3,12,3,4,0,0.33333333,0.08333333,0.25,0.18181818,1,0.28571429,0.66666667,3,1.8409710248311366,1.1590289751688634,2.943493775526683,"19569"
2022,"JoJo Romero","STL","AAA",25,3,15,0,5,0,0.5,0,0.5,0.1,0.3333333333333333,0.2,1,0,0.17430435816446987,-0.17430435816446987,1.8280884842077898,"19574"
2022,"JoJo Romero","PHI","CPX",25,1,27,0,3,0,1,0,1,0,0,0,1,0,-2.1747158050537108,2.1747158050537108,-2.1747158050537108,"19574"
2022,"JoJo Romero","PHI","AA",25,3,12,0,4,0,0.28571429,0,0.28571429,0.38461538,1.6666666666666667,0.55555556,0.83333333,3,1.748320611317953,1.251679388682047,2.780915828545889,"19574"
2022,"JoJo Romero","PHI","A",25,4,11.25,4.5,2.5,0,0.27777778,0.11111111,0.16666667,0.25,1.5,0.36363636,0.83333333,2.25,2.5204588890075685,-0.27045888900756854,2.5204588890075685,"19574"
2022,"JoJo Romero","PHI","AAA",25,4,6.75,0,3,0,0.2,0,0.2,0.2,0.75,0.25,1,0,2.007637691497803,-2.007637691497803,4.4883138805627825,"19574"
2022,"Norge Ruiz","OAK","AAA",28,41,8.560975609756097,3.5121951219512195,2.4375,1.0975609756097562,0.22543353,0.09248555,0.13294798,0.22929936,1.2682926829268293,0.27433628,0.75555556,3.731707317073171,4.708951047571695,-0.977243730498524,4.55558916410295,"19580"
2022,"Sean Poppen","ARI","AAA",28,25.1,6.75000084701348,2.4868424173207555,2.71428571,0.35526320247439364,0.16964286,0.0625,0.10714286,0.26530612,1.30263174240611,0.32051282,0.64766839,4.618421632167117,4.526345226771294,0.09207640539582318,5.931189196159549,"19583"
2022,"Luke Barker","MIL","AAA",30,25,10.08,3.6,2.8,0.72,0.26415094,0.09433962,0.16981132,0.20833333,1.2,0.27272727,0.69852941,3.6,3.507637691497803,0.09236230850219718,4.650632737874985,"19609"
2022,"Jordan Hicks","STL","AAA",25,5,9,7.2,1.25,1.8,0.2,0.16,0.04,0.33333333,2.2,0.4,0.41666667,12.6,6.507637691497803,6.092362308502197,5.230664992332459,"19618"
2022,"Kyle Hart","BOS","AAA",29,38.1,7.513044475130094,4.460870157108493,1.68421053,1.643478478934708,0.18390805,0.1091954,0.07471265,0.26623377,1.5652175989854364,0.29565217,0.68359375,5.634783356347571,5.777203210026685,-0.14241985367911436,5.646684268037093,"19646"
2022,"Kyle Hart","BOS","AA",29,44,8.590909090909092,2.8636363636363638,3,1.2272727272727273,0.22826087,0.07608696,0.15217391,0.23952096,1.2272727272727273,0.28571429,0.65843621,4.909090909090909,4.437714550711892,0.47137635837901737,4.601103310286999,"19646"
2022,"Matt Foster","CHW","AAA",27,11,11.454545454545455,1.6363636363636365,7,0,0.33333333,0.04761905,0.28571428,0.17948718,0.8181818181818182,0.28,0.9,0.8181818181818182,1.7803649642250756,-0.9621831460432574,3.584493101726879,"19647"
2022,"Jason Alexander","MIL","AAA",29,63.1,6.678947904803459,2.415789667694868,2.76470588,0.7105263728514318,0.18076923,0.06538462,0.11538461,0.24369748,1.184210621419053,0.28494624,0.79452055,2.8421054914057273,4.091848264731203,-1.2497427733254756,4.266702012426121,"19666"
2022,"Sterling Sharp","WSN","AAA",27,66.2,7.965001215362734,4.050000617981051,1.96666667,1.080000164794947,0.19281046,0.09803922,0.09477124,0.31617647,1.7400002655029703,0.3804878,0.61580882,6.615001009369051,4.827637892913849,1.787363116455202,4.880077423807723,"19671"
2022,"Sterling Sharp","BOS","AA",27,34,8.205882352941176,3.176470588235294,2.58333333,0.5294117647058824,0.21985816,0.08510638,0.13475178,0.2519685,1.2941176470588236,0.31914894,0.71759259,3.176470588235294,3.5914578662199133,-0.4149872779846193,4.284533467012293,"19671"
2022,"James Marvel","PHI","AAA",28,93.2,5.957296020648565,2.9786480103242825,2,0.7686833575030406,0.14939759,0.0746988,0.07469879,0.30319149,1.548042872749179,0.34640523,0.60648801,6.0533814403364445,4.543224992578288,1.5101564477581562,4.827733343307016,"19675"
2022,"Jordan Sheffield","COL","AAA",27,22.2,7.544116589024966,7.941175356868385,0.95,4.764705214121031,0.16521739,0.17391304,-0.00869565,0.33684211,2.2941173253175333,0.3125,0.56818182,11.117645499615739,11.70823258611173,-0.5905870864959919,7.594760109427382,"19682"
2022,"Kyle Cody","TEX","AAA",27,19.2,9.61016793814062,2.2881352233668144,4.2,0.4576270446733629,0.25925926,0.0617284,0.19753086,0.27027027,1.2711862352037857,0.36538462,0.7421875,3.6610163573869032,3.448512915721117,0.21250344166578605,4.434593301821436,"19686"
2022,"Kyle Cody","TEX","CPX",27,10.2,15.187495473773636,2.5312492456289393,6,0,0.43902439,0.07317073,0.36585366,0.23684211,1.124999664723973,0.45,0.91666667,0.8437497485429798,1.728729716315641,-0.8849799677726612,2.124036826474111,"19686"
2022,"Connor Seabold","BOS","AAA",26,86.2,9.242308777126462,1.973077154667447,4.68421053,0.7269231622459015,0.24722222,0.05277778,0.19444444,0.2358209,1.1307693634936247,0.30125523,0.73248408,3.3230773131241214,3.3691761367842976,-0.04609882366017626,4.303717197728319,"19695"
2022,"Matt Swarmer","CHC","AAA",28,81.1,9.516394037740366,3.651639572621303,2.60606061,0.9959017016239917,0.24927536,0.09565217,0.15362319,0.22508039,1.2663935218181623,0.28240741,0.71115974,3.872951061871079,4.08550658009444,-0.21255551822336072,4.5176558644470255,"19705"
2022,"Patrick Murphy","WSN","AAA",27,63,10.428571428571429,4.714285714285714,2.21212121,0.8571428571428571,0.26071429,0.11785714,0.14285715,0.24081633,1.4603174603174602,0.31927711,0.61915888,5,4.09493927879939,0.9050607212006101,4.090619499815835,"19712"
2022,"Dustin May","LAD","AAA",24,19,15.631578947368421,2.8421052631578947,5.5,0.9473684210526315,0.41772152,0.07594937,0.34177215,0.19178082,1.0526315789473684,0.31578947,0.93023256,1.894736842105263,2.6973977741442225,-0.8026609320389595,2.501088864081784,"19716"
2022,"Dustin May","LAD","CPX",24,2,13.5,0,3,0,0.42857143,0,0.42857143,0,0,0,1,0,1.2599789619445803,-1.2599789619445803,1.787055265903473,"19716"
2022,"Kodi Whitley","STL","AAA",27,32.2,8.81632515789341,4.408162578946705,2,2.2040812894733524,0.21768707,0.10884354,0.10884353,0.2519084,1.4999997664471425,0.27472527,0.87301587,3.8571422565783666,6.201514823076344,-2.3443725664979778,5.397265578627137,"19731"
2022,"Anthony Bender","MIA","A",27,2.1,15.428594024847,3.85714850621175,4,0,0.57142857,0.14285714,0.42857143,0,0.42857205624574995,0,1,0,1.3775986077788187,-1.3775986077788187,1.3775986077788187,"19742"
2022,"Anthony Bender","MIA","AA",27,2,9,4.5,2,0,0.2,0.1,0.1,0.33333333,2,0.42857143,0.75,4.5,3.0823056221008303,1.4176943778991697,5.467589718103409,"19742"
2022,"Jonathan Loaisiga","NYY","AAA",27,1,18,0,2,0,0.33333333,0,0.33333333,0.5,3,0.75,0.66666667,9,-0.4923623085021971,9.492362308502198,-0.4923623085021971,"19753"
2022,"Jonathan Loaisiga","NYY","A",27,1,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,0,1.5204588890075685,-1.5204588890075685,1.5204588890075685,"19753"
2022,"Reiver Sanmartin","CIN","AAA",26,18.1,12.76363857679169,1.9636367041217984,6.5,0.9818183520608992,0.32098765,0.04938272,0.27160493,0.31578947,1.527272992094732,0.45833333,0.49618321,7.363637640456744,2.9076375874605866,4.456000052996158,2.662139016086635,"19754"
